ts,user,event,score
2025-07-27T18:30:00,u3330,click,80
2025-07-28T19:31:00,u3331,click,87
2025-07-01T20:32:00,u3332,click,94
2025-07-02T21:33:00,u3333,click,0
2025-07-03T22:34:00,u3334,click,7
2025-07-04T23:35:00,u3335,click,14
2025-07-05T00:36:00,u3336,click,21
2025-07-06T01:37:00,u3337,click,28
2025-07-07T02:38:00,u3338,click,35
2025-07-08T03:39:00,u3339,click,42
2025-07-09T04:40:00,u3340,click,49
2025-07-10T05:41:00,u3341,click,56
2025-07-11T06:42:00,u3342,click,63
2025-07-12T07:43:00,u3343,click,70
2025-07-13T08:44:00,u3344,click,77
2025-07-14T09:45:00,u3345,click,84
2025-07-15T10:46:00,u3346,click,91
2025-07-16T11:47:00,u3347,click,98
2025-07-17T12:48:00,u3348,click,4
2025-07-18T13:49:00,u3349,click,11
2025-07-19T14:50:00,u3350,click,18
2025-07-20T15:51:00,u3351,click,25
2025-07-21T16:52:00,u3352,click,32
2025-07-22T17:53:00,u3353,click,39
2025-07-23T18:54:00,u3354,click,46
2025-07-24T19:55:00,u3355,click,53
2025-07-25T20:56:00,u3356,click,60
2025-07-26T21:57:00,u3357,click,67
2025-07-27T22:58:00,u3358,click,74
2025-07-28T23:59:00,u3359,click,81
2025-07-01T00:00:00,u3360,click,88
2025-07-02T01:01:00,u3361,click,95
2025-07-03T02:02:00,u3362,click,1
2025-07-04T03:03:00,u3363,click,8
2025-07-05T04:04:00,u3364,click,15
2025-07-06T05:05:00,u3365,click,22
2025-07-07T06:06:00,u3366,click,29
2025-07-08T07:07:00,u3367,click,36
2025-07-09T08:08:00,u3368,click,43
2025-07-10T09:09:00,u3369,click,50
2025-07-11T10:10:00,u3370,click,57
2025-07-12T11:11:00,u3371,click,64
2025-07-13T12:12:00,u3372,click,71
2025-07-14T13:13:00,u3373,click,78
2025-07-15T14:14:00,u3374,click,85
2025-07-16T15:15:00,u3375,click,92
2025-07-17T16:16:00,u3376,click,99
2025-07-18T17:17:00,u3377,click,5
2025-07-19T18:18:00,u3378,click,12
2025-07-20T19:19:00,u3379,click,19
2025-07-21T20:20:00,u3380,click,26
2025-07-22T21:21:00,u3381,click,33
2025-07-23T22:22:00,u3382,click,40
2025-07-24T23:23:00,u3383,click,47
2025-07-25T00:24:00,u3384,click,54
2025-07-26T01:25:00,u3385,click,61
2025-07-27T02:26:00,u3386,click,68
2025-07-28T03:27:00,u3387,click,75
2025-07-01T04:28:00,u3388,click,82
2025-07-02T05:29:00,u3389,click,89
2025-07-03T06:30:00,u3390,click,96
2025-07-04T07:31:00,u3391,click,2
2025-07-05T08:32:00,u3392,click,9
2025-07-06T09:33:00,u3393,click,16
2025-07-07T10:34:00,u3394,click,23
2025-07-08T11:35:00,u3395,click,30
2025-07-09T12:36:00,u3396,click,37
2025-07-10T13:37:00,u3397,click,44
2025-07-11T14:38:00,u3398,click,51
2025-07-12T15:39:00,u3399,click,58
2025-07-13T16:40:00,u3400,click,65
2025-07-14T17:41:00,u3401,click,72
2025-07-15T18:42:00,u3402,click,79
2025-07-16T19:43:00,u3403,click,86
2025-07-17T20:44:00,u3404,click,93
2025-07-18T21:45:00,u3405,click,100
2025-07-19T22:46:00,u3406,click,6
2025-07-20T23:47:00,u3407,click,13
2025-07-21T00:48:00,u3408,click,20
2025-07-22T01:49:00,u3409,click,27
2025-07-23T02:50:00,u3410,click,34
2025-07-24T03:51:00,u3411,click,41
2025-07-25T04:52:00,u3412,click,48
2025-07-26T05:53:00,u3413,click,55
2025-07-27T06:54:00,u3414,click,62
2025-07-28T07:55:00,u3415,click,69
2025-07-01T08:56:00,u3416,click,76
2025-07-02T09:57:00,u3417,click,83
2025-07-03T10:58:00,u3418,click,90
2025-07-04T11:59:00,u3419,click,97
2025-07-05T12:00:00,u3420,click,3
2025-07-06T13:01:00,u3421,click,10
2025-07-07T14:02:00,u3422,click,17
2025-07-08T15:03:00,u3423,click,24
2025-07-09T16:04:00,u3424,click,31
2025-07-10T17:05:00,u3425,click,38
2025-07-11T18:06:00,u3426,click,45
2025-07-12T19:07:00,u3427,click,52
2025-07-13T20:08:00,u3428,click,59
2025-07-14T21:09:00,u3429,click,66
2025-07-15T22:10:00,u3430,click,73
2025-07-16T23:11:00,u3431,click,80
2025-07-17T00:12:00,u3432,click,87
2025-07-18T01:13:00,u3433,click,94
2025-07-19T02:14:00,u3434,click,0
2025-07-20T03:15:00,u3435,click,7
2025-07-21T04:16:00,u3436,click,14
2025-07-22T05:17:00,u3437,click,21
2025-07-23T06:18:00,u3438,click,28
2025-07-24T07:19:00,u3439,click,35
2025-07-25T08:20:00,u3440,click,42
2025-07-26T09:21:00,u3441,click,49
2025-07-27T10:22:00,u3442,click,56
2025-07-28T11:23:00,u3443,click,63
2025-07-01T12:24:00,u3444,click,70
2025-07-02T13:25:00,u3445,click,77
2025-07-03T14:26:00,u3446,click,84
2025-07-04T15:27:00,u3447,click,91
2025-07-05T16:28:00,u3448,click,98
2025-07-06T17:29:00,u3449,click,4
2025-07-07T18:30:00,u3450,click,11
2025-07-08T19:31:00,u3451,click,18
2025-07-09T20:32:00,u3452,click,25
2025-07-10T21:33:00,u3453,click,32
2025-07-11T22:34:00,u3454,click,39
2025-07-12T23:35:00,u3455,click,46
2025-07-13T00:36:00,u3456,click,53
2025-07-14T01:37:00,u3457,click,60
2025-07-15T02:38:00,u3458,click,67
2025-07-16T03:39:00,u3459,click,74
2025-07-17T04:40:00,u3460,click,81
2025-07-18T05:41:00,u3461,click,88
2025-07-19T06:42:00,u3462,click,95
2025-07-20T07:43:00,u3463,click,1
2025-07-21T08:44:00,u3464,click,8
2025-07-22T09:45:00,u3465,click,15
2025-07-23T10:46:00,u3466,click,22
2025-07-24T11:47:00,u3467,click,29
2025-07-25T12:48:00,u3468,click,36
2025-07-26T13:49:00,u3469,click,43
2025-07-27T14:50:00,u3470,click,50
2025-07-28T15:51:00,u3471,click,57
2025-07-01T16:52:00,u3472,click,64
2025-07-02T17:53:00,u3473,click,71
2025-07-03T18:54:00,u3474,click,78
2025-07-04T19:55:00,u3475,click,85
2025-07-05T20:56:00,u3476,click,92
2025-07-06T21:57:00,u3477,click,99
2025-07-07T22:58:00,u3478,click,5
2025-07-08T23:59:00,u3479,click,12
2025-07-09T00:00:00,u3480,click,19
2025-07-10T01:01:00,u3481,click,26
2025-07-11T02:02:00,u3482,click,33
2025-07-12T03:03:00,u3483,click,40
2025-07-13T04:04:00,u3484,click,47
2025-07-14T05:05:00,u3485,click,54
2025-07-15T06:06:00,u3486,click,61
2025-07-16T07:07:00,u3487,click,68
2025-07-17T08:08:00,u3488,click,75
2025-07-18T09:09:00,u3489,click,82
2025-07-19T10:10:00,u3490,click,89
2025-07-20T11:11:00,u3491,click,96
2025-07-21T12:12:00,u3492,click,2
2025-07-22T13:13:00,u3493,click,9
2025-07-23T14:14:00,u3494,click,16
2025-07-24T15:15:00,u3495,click,23
2025-07-25T16:16:00,u3496,click,30
2025-07-26T17:17:00,u3497,click,37
2025-07-27T18:18:00,u3498,click,44
2025-07-28T19:19:00,u3499,click,51
2025-07-01T20:20:00,u3500,click,58
2025-07-02T21:21:00,u3501,click,65
2025-07-03T22:22:00,u3502,click,72
2025-07-04T23:23:00,u3503,click,79
2025-07-05T00:24:00,u3504,click,86
2025-07-06T01:25:00,u3505,click,93
2025-07-07T02:26:00,u3506,click,100
2025-07-08T03:27:00,u3507,click,6
2025-07-09T04:28:00,u3508,click,13
2025-07-10T05:29:00,u3509,click,20
2025-07-11T06:30:00,u3510,click,27
2025-07-12T07:31:00,u3511,click,34
2025-07-13T08:32:00,u3512,click,41
2025-07-14T09:33:00,u3513,click,48
2025-07-15T10:34:00,u3514,click,55
2025-07-16T11:35:00,u3515,click,62
2025-07-17T12:36:00,u3516,click,69
2025-07-18T13:37:00,u3517,click,76
2025-07-19T14:38:00,u3518,click,83
2025-07-20T15:39:00,u3519,click,90
2025-07-21T16:40:00,u3520,click,97
2025-07-22T17:41:00,u3521,click,3
2025-07-23T18:42:00,u3522,click,10
2025-07-24T19:43:00,u3523,click,17
2025-07-25T20:44:00,u3524,click,24
2025-07-26T21:45:00,u3525,click,31
2025-07-27T22:46:00,u3526,click,38
2025-07-28T23:47:00,u3527,click,45
2025-07-01T00:48:00,u3528,click,52
2025-07-02T01:49:00,u3529,click,59
2025-07-03T02:50:00,u3530,click,66
2025-07-04T03:51:00,u3531,click,73
2025-07-05T04:52:00,u3532,click,80
2025-07-06T05:53:00,u3533,click,87
2025-07-07T06:54:00,u3534,click,94
2025-07-08T07:55:00,u3535,click,0
2025-07-09T08:56:00,u3536,click,7
2025-07-10T09:57:00,u3537,click,14
2025-07-11T10:58:00,u3538,click,21
2025-07-12T11:59:00,u3539,click,28
2025-07-13T12:00:00,u3540,click,35
2025-07-14T13:01:00,u3541,click,42
2025-07-15T14:02:00,u3542,click,49
2025-07-16T15:03:00,u3543,click,56
2025-07-17T16:04:00,u3544,click,63
2025-07-18T17:05:00,u3545,click,70
2025-07-19T18:06:00,u3546,click,77
2025-07-20T19:07:00,u3547,click,84
2025-07-21T20:08:00,u3548,click,91
2025-07-22T21:09:00,u3549,click,98
2025-07-23T22:10:00,u3550,click,4
2025-07-24T23:11:00,u3551,click,11
2025-07-25T00:12:00,u3552,click,18
2025-07-26T01:13:00,u3553,click,25
2025-07-27T02:14:00,u3554,click,32
2025-07-28T03:15:00,u3555,click,39
2025-07-01T04:16:00,u3556,click,46
2025-07-02T05:17:00,u3557,click,53
2025-07-03T06:18:00,u3558,click,60
2025-07-04T07:19:00,u3559,click,67
2025-07-05T08:20:00,u3560,click,74
2025-07-06T09:21:00,u3561,click,81
2025-07-07T10:22:00,u3562,click,88
2025-07-08T11:23:00,u3563,click,95
2025-07-09T12:24:00,u3564,click,1
2025-07-10T13:25:00,u3565,click,8
2025-07-11T14:26:00,u3566,click,15
2025-07-12T15:27:00,u3567,click,22
2025-07-13T16:28:00,u3568,click,29
2025-07-14T17:29:00,u3569,click,36
2025-07-15T18:30:00,u3570,click,43
2025-07-16T19:31:00,u3571,click,50
2025-07-17T20:32:00,u3572,click,57
2025-07-18T21:33:00,u3573,click,64
2025-07-19T22:34:00,u3574,click,71
2025-07-20T23:35:00,u3575,click,78
2025-07-21T00:36:00,u3576,click,85
2025-07-22T01:37:00,u3577,click,92
2025-07-23T02:38:00,u3578,click,99
2025-07-24T03:39:00,u3579,click,5
2025-07-25T04:40:00,u3580,click,12
2025-07-26T05:41:00,u3581,click,19
2025-07-27T06:42:00,u3582,click,26
2025-07-28T07:43:00,u3583,click,33
2025-07-01T08:44:00,u3584,click,40
2025-07-02T09:45:00,u3585,click,47
2025-07-03T10:46:00,u3586,click,54
2025-07-04T11:47:00,u3587,click,61
2025-07-05T12:48:00,u3588,click,68
2025-07-06T13:49:00,u3589,click,75
2025-07-07T14:50:00,u3590,click,82
2025-07-08T15:51:00,u3591,click,89
2025-07-09T16:52:00,u3592,click,96
2025-07-10T17:53:00,u3593,click,2
2025-07-11T18:54:00,u3594,click,9
2025-07-12T19:55:00,u3595,click,16
2025-07-13T20:56:00,u3596,click,23
2025-07-14T21:57:00,u3597,click,30
2025-07-15T22:58:00,u3598,click,37
2025-07-16T23:59:00,u3599,click,44
2025-07-17T00:00:00,u3600,click,51
2025-07-18T01:01:00,u3601,click,58
2025-07-19T02:02:00,u3602,click,65
2025-07-20T03:03:00,u3603,click,72
2025-07-21T04:04:00,u3604,click,79
2025-07-22T05:05:00,u3605,click,86
2025-07-23T06:06:00,u3606,click,93
2025-07-24T07:07:00,u3607,click,100
2025-07-25T08:08:00,u3608,click,6
2025-07-26T09:09:00,u3609,click,13
2025-07-27T10:10:00,u3610,click,20
2025-07-28T11:11:00,u3611,click,27
2025-07-01T12:12:00,u3612,click,34
2025-07-02T13:13:00,u3613,click,41
2025-07-03T14:14:00,u3614,click,48
2025-07-04T15:15:00,u3615,click,55
2025-07-05T16:16:00,u3616,click,62
2025-07-06T17:17:00,u3617,click,69
2025-07-07T18:18:00,u3618,click,76
2025-07-08T19:19:00,u3619,click,83
2025-07-09T20:20:00,u3620,click,90
2025-07-10T21:21:00,u3621,click,97
2025-07-11T22:22:00,u3622,click,3
2025-07-12T23:23:00,u3623,click,10
2025-07-13T00:24:00,u3624,click,17
2025-07-14T01:25:00,u3625,click,24
2025-07-15T02:26:00,u3626,click,31
2025-07-16T03:27:00,u3627,click,38
2025-07-17T04:28:00,u3628,click,45
2025-07-18T05:29:00,u3629,click,52
2025-07-19T06:30:00,u3630,click,59
2025-07-20T07:31:00,u3631,click,66
2025-07-21T08:32:00,u3632,click,73
2025-07-22T09:33:00,u3633,click,80
2025-07-23T10:34:00,u3634,click,87
2025-07-24T11:35:00,u3635,click,94
2025-07-25T12:36:00,u3636,click,0
2025-07-26T13:37:00,u3637,click,7
2025-07-27T14:38:00,u3638,click,14
2025-07-28T15:39:00,u3639,click,21
2025-07-01T16:40:00,u3640,click,28
2025-07-02T17:41:00,u3641,click,35
2025-07-03T18:42:00,u3642,click,42
2025-07-04T19:43:00,u3643,click,49
2025-07-05T20:44:00,u3644,click,56
2025-07-06T21:45:00,u3645,click,63
2025-07-07T22:46:00,u3646,click,70
2025-07-08T23:47:00,u3647,click,77
2025-07-09T00:48:00,u3648,click,84
2025-07-10T01:49:00,u3649,click,91
2025-07-11T02:50:00,u3650,click,98
2025-07-12T03:51:00,u3651,click,4
2025-07-13T04:52:00,u3652,click,11
2025-07-14T05:53:00,u3653,click,18
2025-07-15T06:54:00,u3654,click,25
2025-07-16T07:55:00,u3655,click,32
2025-07-17T08:56:00,u3656,click,39
2025-07-18T09:57:00,u3657,click,46
2025-07-19T10:58:00,u3658,click,53
2025-07-20T11:59:00,u3659,click,60
2025-07-21T12:00:00,u3660,click,67
2025-07-22T13:01:00,u3661,click,74
2025-07-23T14:02:00,u3662,click,81
2025-07-24T15:03:00,u3663,click,88
2025-07-25T16:04:00,u3664,click,95
2025-07-26T17:05:00,u3665,click,1
2025-07-27T18:06:00,u3666,click,8
2025-07-28T19:07:00,u3667,click,15
2025-07-01T20:08:00,u3668,click,22
2025-07-02T21:09:00,u3669,click,29
2025-07-03T22:10:00,u3670,click,36
2025-07-04T23:11:00,u3671,click,43
2025-07-05T00:12:00,u3672,click,50
2025-07-06T01:13:00,u3673,click,57
2025-07-07T02:14:00,u3674,click,64
2025-07-08T03:15:00,u3675,click,71
2025-07-09T04:16:00,u3676,click,78
2025-07-10T05:17:00,u3677,click,85
2025-07-11T06:18:00,u3678,click,92
2025-07-12T07:19:00,u3679,click,99
2025-07-13T08:20:00,u3680,click,5
2025-07-14T09:21:00,u3681,click,12
2025-07-15T10:22:00,u3682,click,19
2025-07-16T11:23:00,u3683,click,26
2025-07-17T12:24:00,u3684,click,33
2025-07-18T13:25:00,u3685,click,40
2025-07-19T14:26:00,u3686,click,47
2025-07-20T15:27:00,u3687,click,54
2025-07-21T16:28:00,u3688,click,61
2025-07-22T17:29:00,u3689,click,68
2025-07-23T18:30:00,u3690,click,75
2025-07-24T19:31:00,u3691,click,82
2025-07-25T20:32:00,u3692,click,89
2025-07-26T21:33:00,u3693,click,96
2025-07-27T22:34:00,u3694,click,2
2025-07-28T23:35:00,u3695,click,9
2025-07-01T00:36:00,u3696,click,16
2025-07-02T01:37:00,u3697,click,23
2025-07-03T02:38:00,u3698,click,30
2025-07-04T03:39:00,u3699,click,37
2025-07-05T04:40:00,u3700,click,44
2025-07-06T05:41:00,u3701,click,51
2025-07-07T06:42:00,u3702,click,58
2025-07-08T07:43:00,u3703,click,65
2025-07-09T08:44:00,u3704,click,72
2025-07-10T09:45:00,u3705,click,79
2025-07-11T10:46:00,u3706,click,86
2025-07-12T11:47:00,u3707,click,93
2025-07-13T12:48:00,u3708,click,100
2025-07-14T13:49:00,u3709,click,6
2025-07-15T14:50:00,u3710,click,13
2025-07-16T15:51:00,u3711,click,20
2025-07-17T16:52:00,u3712,click,27
2025-07-18T17:53:00,u3713,click,34
2025-07-19T18:54:00,u3714,click,41
2025-07-20T19:55:00,u3715,click,48
2025-07-21T20:56:00,u3716,click,55
2025-07-22T21:57:00,u3717,click,62
2025-07-23T22:58:00,u3718,click,69
2025-07-24T23:59:00,u3719,click,76
2025-07-25T00:00:00,u3720,click,83
2025-07-26T01:01:00,u3721,click,90
2025-07-27T02:02:00,u3722,click,97
2025-07-28T03:03:00,u3723,click,3
2025-07-01T04:04:00,u3724,click,10
2025-07-02T05:05:00,u3725,click,17
2025-07-03T06:06:00,u3726,click,24
2025-07-04T07:07:00,u3727,click,31
2025-07-05T08:08:00,u3728,click,38
2025-07-06T09:09:00,u3729,click,45
2025-07-07T10:10:00,u3730,click,52
2025-07-08T11:11:00,u3731,click,59
2025-07-09T12:12:00,u3732,click,66
2025-07-10T13:13:00,u3733,click,73
2025-07-11T14:14:00,u3734,click,80
2025-07-12T15:15:00,u3735,click,87
2025-07-13T16:16:00,u3736,click,94
2025-07-14T17:17:00,u3737,click,0
2025-07-15T18:18:00,u3738,click,7
2025-07-16T19:19:00,u3739,click,14
2025-07-17T20:20:00,u3740,click,21
2025-07-18T21:21:00,u3741,click,28
2025-07-19T22:22:00,u3742,click,35
2025-07-20T23:23:00,u3743,click,42
2025-07-21T00:24:00,u3744,click,49
2025-07-22T01:25:00,u3745,click,56
2025-07-23T02:26:00,u3746,click,63
2025-07-24T03:27:00,u3747,click,70
2025-07-25T04:28:00,u3748,click,77
2025-07-26T05:29:00,u3749,click,84
2025-07-27T06:30:00,u3750,click,91
2025-07-28T07:31:00,u3751,click,98
2025-07-01T08:32:00,u3752,click,4
2025-07-02T09:33:00,u3753,click,11
2025-07-03T10:34:00,u3754,click,18
2025-07-04T11:35:00,u3755,click,25
2025-07-05T12:36:00,u3756,click,32
2025-07-06T13:37:00,u3757,click,39
2025-07-07T14:38:00,u3758,click,46
2025-07-08T15:39:00,u3759,click,53
2025-07-09T16:40:00,u3760,click,60
2025-07-10T17:41:00,u3761,click,67
2025-07-11T18:42:00,u3762,click,74
2025-07-12T19:43:00,u3763,click,81
2025-07-13T20:44:00,u3764,click,88
2025-07-14T21:45:00,u3765,click,95
2025-07-15T22:46:00,u3766,click,1
2025-07-16T23:47:00,u3767,click,8
2025-07-17T00:48:00,u3768,click,15
2025-07-18T01:49:00,u3769,click,22
2025-07-19T02:50:00,u3770,click,29
2025-07-20T03:51:00,u3771,click,36
2025-07-21T04:52:00,u3772,click,43
2025-07-22T05:53:00,u3773,click,50
2025-07-23T06:54:00,u3774,click,57
2025-07-24T07:55:00,u3775,click,64
2025-07-25T08:56:00,u3776,click,71
2025-07-26T09:57:00,u3777,click,78
2025-07-27T10:58:00,u3778,click,85
2025-07-28T11:59:00,u3779,click,92
2025-07-01T12:00:00,u3780,click,99
2025-07-02T13:01:00,u3781,click,5
2025-07-03T14:02:00,u3782,click,12
2025-07-04T15:03:00,u3783,click,19
2025-07-05T16:04:00,u3784,click,26
2025-07-06T17:05:00,u3785,click,33
2025-07-07T18:06:00,u3786,click,40
2025-07-08T19:07:00,u3787,click,47
2025-07-09T20:08:00,u3788,click,54
2025-07-10T21:09:00,u3789,click,61
2025-07-11T22:10:00,u3790,click,68
2025-07-12T23:11:00,u3791,click,75
2025-07-13T00:12:00,u3792,click,82
2025-07-14T01:13:00,u3793,click,89
2025-07-15T02:14:00,u3794,click,96
2025-07-16T03:15:00,u3795,click,2
2025-07-17T04:16:00,u3796,click,9
2025-07-18T05:17:00,u3797,click,16
2025-07-19T06:18:00,u3798,click,23
2025-07-20T07:19:00,u3799,click,30
2025-07-21T08:20:00,u3800,click,37
2025-07-22T09:21:00,u3801,click,44
2025-07-23T10:22:00,u3802,click,51
2025-07-24T11:23:00,u3803,click,58
2025-07-25T12:24:00,u3804,click,65
2025-07-26T13:25:00,u3805,click,72
2025-07-27T14:26:00,u3806,click,79
2025-07-28T15:27:00,u3807,click,86
2025-07-01T16:28:00,u3808,click,93
2025-07-02T17:29:00,u3809,click,100
2025-07-03T18:30:00,u3810,click,6
2025-07-04T19:31:00,u3811,click,13
2025-07-05T20:32:00,u3812,click,20
2025-07-06T21:33:00,u3813,click,27
2025-07-07T22:34:00,u3814,click,34
2025-07-08T23:35:00,u3815,click,41
2025-07-09T00:36:00,u3816,click,48
2025-07-10T01:37:00,u3817,click,55
2025-07-11T02:38:00,u3818,click,62
2025-07-12T03:39:00,u3819,click,69
2025-07-13T04:40:00,u3820,click,76
2025-07-14T05:41:00,u3821,click,83
2025-07-15T06:42:00,u3822,click,90
2025-07-16T07:43:00,u3823,click,97
2025-07-17T08:44:00,u3824,click,3
2025-07-18T09:45:00,u3825,click,10
2025-07-19T10:46:00,u3826,click,17
2025-07-20T11:47:00,u3827,click,24
2025-07-21T12:48:00,u3828,click,31
2025-07-22T13:49:00,u3829,click,38
2025-07-23T14:50:00,u3830,click,45
2025-07-24T15:51:00,u3831,click,52
2025-07-25T16:52:00,u3832,click,59
2025-07-26T17:53:00,u3833,click,66
2025-07-27T18:54:00,u3834,click,73
2025-07-28T19:55:00,u3835,click,80
2025-07-01T20:56:00,u3836,click,87
2025-07-02T21:57:00,u3837,click,94
2025-07-03T22:58:00,u3838,click,0
2025-07-04T23:59:00,u3839,click,7
2025-07-05T00:00:00,u3840,click,14
2025-07-06T01:01:00,u3841,click,21
2025-07-07T02:02:00,u3842,click,28
2025-07-08T03:03:00,u3843,click,35
2025-07-09T04:04:00,u3844,click,42
2025-07-10T05:05:00,u3845,click,49
2025-07-11T06:06:00,u3846,click,56
2025-07-12T07:07:00,u3847,click,63
2025-07-13T08:08:00,u3848,click,70
2025-07-14T09:09:00,u3849,click,77
2025-07-15T10:10:00,u3850,click,84
2025-07-16T11:11:00,u3851,click,91
2025-07-17T12:12:00,u3852,click,98
2025-07-18T13:13:00,u3853,click,4
2025-07-19T14:14:00,u3854,click,11
2025-07-20T15:15:00,u3855,click,18
2025-07-21T16:16:00,u3856,click,25
2025-07-22T17:17:00,u3857,click,32
2025-07-23T18:18:00,u3858,click,39
2025-07-24T19:19:00,u3859,click,46
2025-07-25T20:20:00,u3860,click,53
2025-07-26T21:21:00,u3861,click,60
2025-07-27T22:22:00,u3862,click,67
2025-07-28T23:23:00,u3863,click,74
2025-07-01T00:24:00,u3864,click,81
2025-07-02T01:25:00,u3865,click,88
2025-07-03T02:26:00,u3866,click,95
2025-07-04T03:27:00,u3867,click,1
2025-07-05T04:28:00,u3868,click,8
2025-07-06T05:29:00,u3869,click,15
2025-07-07T06:30:00,u3870,click,22
2025-07-08T07:31:00,u3871,click,29
2025-07-09T08:32:00,u3872,click,36
2025-07-10T09:33:00,u3873,click,43
2025-07-11T10:34:00,u3874,click,50
2025-07-12T11:35:00,u3875,click,57
2025-07-13T12:36:00,u3876,click,64
2025-07-14T13:37:00,u3877,click,71
2025-07-15T14:38:00,u3878,click,78
2025-07-16T15:39:00,u3879,click,85
2025-07-17T16:40:00,u3880,click,92
2025-07-18T17:41:00,u3881,click,99
2025-07-19T18:42:00,u3882,click,5
2025-07-20T19:43:00,u3883,click,12
2025-07-21T20:44:00,u3884,click,19
2025-07-22T21:45:00,u3885,click,26
2025-07-23T22:46:00,u3886,click,33
2025-07-24T23:47:00,u3887,click,40
2025-07-25T00:48:00,u3888,click,47
2025-07-26T01:49:00,u3889,click,54
2025-07-27T02:50:00,u3890,click,61
2025-07-28T03:51:00,u3891,click,68
2025-07-01T04:52:00,u3892,click,75
2025-07-02T05:53:00,u3893,click,82
2025-07-03T06:54:00,u3894,click,89
2025-07-04T07:55:00,u3895,click,96
2025-07-05T08:56:00,u3896,click,2
2025-07-06T09:57:00,u3897,click,9
2025-07-07T10:58:00,u3898,click,16
2025-07-08T11:59:00,u3899,click,23
2025-07-09T12:00:00,u3900,click,30
2025-07-10T13:01:00,u3901,click,37
2025-07-11T14:02:00,u3902,click,44
2025-07-12T15:03:00,u3903,click,51
2025-07-13T16:04:00,u3904,click,58
2025-07-14T17:05:00,u3905,click,65
2025-07-15T18:06:00,u3906,click,72
2025-07-16T19:07:00,u3907,click,79
2025-07-17T20:08:00,u3908,click,86
2025-07-18T21:09:00,u3909,click,93
2025-07-19T22:10:00,u3910,click,100
2025-07-20T23:11:00,u3911,click,6
2025-07-21T00:12:00,u3912,click,13
2025-07-22T01:13:00,u3913,click,20
2025-07-23T02:14:00,u3914,click,27
2025-07-24T03:15:00,u3915,click,34
2025-07-25T04:16:00,u3916,click,41
2025-07-26T05:17:00,u3917,click,48
2025-07-27T06:18:00,u3918,click,55
2025-07-28T07:19:00,u3919,click,62
2025-07-01T08:20:00,u3920,click,69
2025-07-02T09:21:00,u3921,click,76
2025-07-03T10:22:00,u3922,click,83
2025-07-04T11:23:00,u3923,click,90
2025-07-05T12:24:00,u3924,click,97
2025-07-06T13:25:00,u3925,click,3
2025-07-07T14:26:00,u3926,click,10
2025-07-08T15:27:00,u3927,click,17
2025-07-09T16:28:00,u3928,click,24
2025-07-10T17:29:00,u3929,click,31
2025-07-11T18:30:00,u3930,click,38
2025-07-12T19:31:00,u3931,click,45
2025-07-13T20:32:00,u3932,click,52
2025-07-14T21:33:00,u3933,click,59
2025-07-15T22:34:00,u3934,click,66
2025-07-16T23:35:00,u3935,click,73
2025-07-17T00:36:00,u3936,click,80
2025-07-18T01:37:00,u3937,click,87
2025-07-19T02:38:00,u3938,click,94
2025-07-20T03:39:00,u3939,click,0
2025-07-21T04:40:00,u3940,click,7
2025-07-22T05:41:00,u3941,click,14
2025-07-23T06:42:00,u3942,click,21
2025-07-24T07:43:00,u3943,click,28
2025-07-25T08:44:00,u3944,click,35
2025-07-26T09:45:00,u3945,click,42
2025-07-27T10:46:00,u3946,click,49
2025-07-28T11:47:00,u3947,click,56
2025-07-01T12:48:00,u3948,click,63
2025-07-02T13:49:00,u3949,click,70
2025-07-03T14:50:00,u3950,click,77
2025-07-04T15:51:00,u3951,click,84
2025-07-05T16:52:00,u3952,click,91
2025-07-06T17:53:00,u3953,click,98
2025-07-07T18:54:00,u3954,click,4
2025-07-08T19:55:00,u3955,click,11
2025-07-09T20:56:00,u3956,click,18
2025-07-10T21:57:00,u3957,click,25
2025-07-11T22:58:00,u3958,click,32
2025-07-12T23:59:00,u3959,click,39
2025-07-13T00:00:00,u3960,click,46
2025-07-14T01:01:00,u3961,click,53
2025-07-15T02:02:00,u3962,click,60
2025-07-16T03:03:00,u3963,click,67
2025-07-17T04:04:00,u3964,click,74
2025-07-18T05:05:00,u3965,click,81
2025-07-19T06:06:00,u3966,click,88
2025-07-20T07:07:00,u3967,click,95
2025-07-21T08:08:00,u3968,click,1
2025-07-22T09:09:00,u3969,click,8
2025-07-23T10:10:00,u3970,click,15
2025-07-24T11:11:00,u3971,click,22
2025-07-25T12:12:00,u3972,click,29
2025-07-26T13:13:00,u3973,click,36
2025-07-27T14:14:00,u3974,click,43
2025-07-28T15:15:00,u3975,click,50
2025-07-01T16:16:00,u3976,click,57
2025-07-02T17:17:00,u3977,click,64
2025-07-03T18:18:00,u3978,click,71
2025-07-04T19:19:00,u3979,click,78
2025-07-05T20:20:00,u3980,click,85
2025-07-06T21:21:00,u3981,click,92
2025-07-07T22:22:00,u3982,click,99
2025-07-08T23:23:00,u3983,click,5
2025-07-09T00:24:00,u3984,click,12
2025-07-10T01:25:00,u3985,click,19
2025-07-11T02:26:00,u3986,click,26
2025-07-12T03:27:00,u3987,click,33
2025-07-13T04:28:00,u3988,click,40
2025-07-14T05:29:00,u3989,click,47
2025-07-15T06:30:00,u3990,click,54
2025-07-16T07:31:00,u3991,click,61
2025-07-17T08:32:00,u3992,click,68
2025-07-18T09:33:00,u3993,click,75
2025-07-19T10:34:00,u3994,click,82
2025-07-20T11:35:00,u3995,click,89
